timestamp,service,consistency,latency_ms,success,error_message,conflict_detected
2025-08-30T03:23:22.771139,pedidos,strong,1042.9065227508545,False,503 Server Error: SERVICE UNAVAILABLE for url: http://proxy:5000/write,False
2025-08-30T03:23:23.930085,pedidos,strong,1052.1903038024902,False,503 Server Error: SERVICE UNAVAILABLE for url: http://proxy:5000/write,False
2025-08-30T03:23:25.043042,pedidos,strong,1008.0225467681885,False,503 Server Error: SERVICE UNAVAILABLE for url: http://proxy:5000/write,False
2025-08-30T03:23:26.236814,pedidos,strong,1075.9167671203613,False,503 Server Error: SERVICE UNAVAILABLE for url: http://proxy:5000/write,False
2025-08-30T03:23:27.378266,pedidos,strong,1035.5250835418701,False,503 Server Error: SERVICE UNAVAILABLE for url: http://proxy:5000/write,False
2025-08-30T03:23:27.491738,pedidos,strong,6.880521774291992,True,,False
2025-08-30T03:23:27.607774,pedidos,strong,8.427619934082031,True,,False
2025-08-30T03:23:27.718112,pedidos,strong,5.226850509643555,True,,False
2025-08-30T03:23:27.831526,pedidos,strong,6.9751739501953125,True,,False
2025-08-30T03:23:27.942225,pedidos,strong,5.398988723754883,True,,False
2025-08-30T03:23:28.052476,pedidos,strong,5.1746368408203125,True,,False
2025-08-30T03:23:28.163618,pedidos,strong,5.552053451538086,True,,False
2025-08-30T03:23:28.279961,pedidos,strong,9.44375991821289,True,,False
2025-08-30T03:23:28.425106,pedidos,strong,27.28867530822754,True,,False
2025-08-30T03:23:28.557299,pedidos,strong,19.677162170410156,True,,False
2025-08-30T03:23:28.679949,pedidos,strong,13.459205627441406,True,,False
2025-08-30T03:23:28.800022,pedidos,strong,10.99705696105957,True,,False
2025-08-30T03:23:28.910600,pedidos,strong,5.32984733581543,True,,False
2025-08-30T03:23:29.028086,pedidos,strong,9.716510772705078,True,,False
2025-08-30T03:23:29.138351,pedidos,strong,5.310773849487305,True,,False
2025-08-30T03:23:29.248353,pedidos,strong,5.189657211303711,True,,False
2025-08-30T03:23:29.360088,pedidos,strong,6.193876266479492,True,,False
2025-08-30T03:23:29.470658,pedidos,strong,5.339384078979492,True,,False
2025-08-30T03:23:29.580715,pedidos,strong,5.164146423339844,True,,False
2025-08-30T03:23:29.690976,pedidos,strong,5.043506622314453,True,,False
2025-08-30T03:23:29.801089,pedidos,strong,5.284309387207031,True,,False
2025-08-30T03:23:29.911498,pedidos,strong,5.398035049438477,True,,False
2025-08-30T03:23:30.021696,pedidos,strong,5.499601364135742,True,,False
2025-08-30T03:23:30.132487,pedidos,strong,5.42902946472168,True,,False
2025-08-30T03:23:30.243462,pedidos,strong,5.591630935668945,True,,False
2025-08-30T03:23:30.359121,pedidos,strong,7.445335388183594,True,,False
2025-08-30T03:23:30.481788,pedidos,strong,8.350849151611328,True,,False
2025-08-30T03:23:30.595270,pedidos,strong,6.352663040161133,True,,False
2025-08-30T03:23:30.728179,pedidos,strong,7.683753967285156,True,,False
2025-08-30T03:23:30.848442,pedidos,strong,8.417606353759766,True,,False
2025-08-30T03:23:30.981767,pedidos,strong,22.377490997314453,True,,False
2025-08-30T03:23:31.105540,pedidos,strong,11.820316314697266,True,,False
2025-08-30T03:23:31.232826,pedidos,strong,16.29042625427246,True,,False
2025-08-30T03:23:31.349640,pedidos,strong,6.950616836547852,True,,False
2025-08-30T03:23:31.496752,pedidos,strong,20.08199691772461,True,,False
2025-08-30T03:23:31.642990,pedidos,strong,27.0845890045166,True,,False
2025-08-30T03:23:31.788571,pedidos,strong,23.240327835083008,True,,False
2025-08-30T03:23:31.901368,pedidos,strong,7.429361343383789,True,,False
2025-08-30T03:23:32.019945,pedidos,strong,10.987043380737305,True,,False
2025-08-30T03:23:32.132276,pedidos,strong,7.424831390380859,True,,False
2025-08-30T03:23:32.247519,pedidos,strong,9.423017501831055,True,,False
2025-08-30T03:23:32.363968,pedidos,strong,9.592056274414062,True,,False
2025-08-30T03:23:32.480708,pedidos,strong,10.268688201904297,True,,False
2025-08-30T03:23:32.607939,pedidos,strong,11.19089126586914,True,,False
2025-08-30T03:23:32.724561,pedidos,strong,9.954690933227539,True,,False
